,jobDist,n,m,lowerBound,liftedLowerBound
713,centred,100000,40000,49934.897925,49934.897925
714,centred,100000,40000,50075.815875,50075.815875
715,centred,100000,40000,50054.04495,50054.04495
716,centred,100000,40000,50092.964875,50092.964875
717,centred,100000,40000,50017.01505,50017.01505
718,centred,100000,40000,49889.1445,49889.1445
719,centred,100000,40000,50068.3634,50068.3634
720,discreteUniform,100000,60000,40000.0,40000.0
721,discreteUniform,100000,60000,40000.0,40000.0
722,discreteUniform,100000,60000,40000.0,40000.0
723,discreteUniform,100000,60000,40000.0,40000.0
724,discreteUniform,100000,60000,40000.0,40000.0
725,discreteUniform,100000,60000,40000.0,40000.0
726,discreteUniform,100000,60000,40000.0,40000.0
727,discreteUniform,100000,60000,40000.0,40000.0
728,discreteUniform,100000,60000,40000.0,40000.0
729,discreteUniform,100000,60000,40000.0,40000.0
730,largeJobs,100000,60000,55558.868,65984.22788203754
731,largeJobs,100000,60000,55541.20755,65922.83928571429
732,largeJobs,100000,60000,55532.19876666667,65930.13712807244
733,largeJobs,100000,60000,55528.612133333336,65936.47457627118
734,largeJobs,100000,60000,55598.405216666666,66011.93441671503
735,largeJobs,100000,60000,55572.233,65994.0701754386
736,largeJobs,100000,60000,55582.55136666667,65980.0
737,largeJobs,100000,60000,55566.41408333334,65976.0
738,largeJobs,100000,60000,55573.81283333333,65964.17102532172
739,largeJobs,100000,60000,55581.095316666666,65988.0
740,extremes,100000,60000,40000.0,40000.0
741,extremes,100000,60000,40000.0,40000.0
742,extremes,100000,60000,40000.0,40000.0
743,extremes,100000,60000,40000.0,40000.0
744,extremes,100000,60000,40000.0,40000.0
745,extremes,100000,60000,40000.0,40000.0
746,extremes,100000,60000,40000.0,40000.0
747,extremes,100000,60000,40000.0,40000.0
748,extremes,100000,60000,40000.0,40000.0
749,extremes,100000,60000,40000.0,40000.0
750,centred,100000,60000,39144.0,39144.0
751,centred,100000,60000,39415.0,39415.0
752,centred,100000,60000,39541.0,39541.0
753,centred,100000,60000,38827.0,38827.0
754,centred,100000,60000,38840.0,38840.0
755,centred,100000,60000,39741.0,39741.0
756,centred,100000,60000,39272.0,39272.0
757,centred,100000,60000,38942.0,38942.0
758,centred,100000,60000,39650.0,39650.0
759,centred,100000,60000,38962.0,38962.0
760,discreteUniform,100000,80000,40000.0,40000.0
761,discreteUniform,100000,80000,40000.0,40000.0
762,discreteUniform,100000,80000,39999.0,39999.0
763,discreteUniform,100000,80000,40000.0,40000.0
764,discreteUniform,100000,80000,40000.0,40000.0
765,discreteUniform,100000,80000,39999.0,39999.0
766,discreteUniform,100000,80000,40000.0,40000.0
767,discreteUniform,100000,80000,40000.0,40000.0
768,discreteUniform,100000,80000,40000.0,40000.0
769,discreteUniform,100000,80000,40000.0,40000.0
770,largeJobs,100000,80000,41659.402875,60102.094736842104
771,largeJobs,100000,80000,41707.6607375,60205.21
772,largeJobs,100000,80000,41654.474625,60057.06122448979
773,largeJobs,100000,80000,41669.25225,60109.673507462685
774,largeJobs,100000,80000,41675.7384375,60111.278195488725
775,largeJobs,100000,80000,41657.6959,60092.46712802768
776,largeJobs,100000,80000,41676.292675,60087.46327387198
777,largeJobs,100000,80000,41669.989625,60125.28571428572
778,largeJobs,100000,80000,41671.525075,60121.0
779,largeJobs,100000,80000,41675.9258875,60194.75
780,extremes,100000,80000,40000.0,40000.0
781,extremes,100000,80000,40000.0,40000.0
782,extremes,100000,80000,40000.0,40000.0
783,extremes,100000,80000,40000.0,40000.0
784,extremes,100000,80000,40000.0,40000.0
785,extremes,100000,80000,40000.0,40000.0
786,extremes,100000,80000,40000.0,40000.0
787,extremes,100000,80000,40000.0,40000.0
788,extremes,100000,80000,40000.0,40000.0
789,extremes,100000,80000,40000.0,40000.0
790,centred,100000,80000,39400.0,39400.0
791,centred,100000,80000,38828.0,38828.0
792,centred,100000,80000,38990.0,38990.0
793,centred,100000,80000,39184.0,39184.0
794,centred,100000,80000,39008.0,39008.0
795,centred,100000,80000,39204.0,39204.0
796,centred,100000,80000,38906.0,38906.0
797,centred,100000,80000,39128.0,39128.0
798,centred,100000,80000,39206.0,39206.0
799,centred,100000,80000,38907.0,38907.0
