,jobDist,n,m,lowerBound,cost,time
180,extremes,100,20,101342.95,101374,39.41006278991699
181,extremes,100,20,104972.3,105003,39.40027832984924
182,extremes,100,20,100280.55,100304,39.40049886703491
183,extremes,100,20,93735.75,93772,39.40819525718689
184,extremes,100,20,104658.85,104698,39.40590262413025
185,extremes,100,20,101500.2,101535,39.40044927597046
186,extremes,100,20,97453.15,97491,39.40394973754883
187,extremes,100,20,109605.4,109629,39.40531539916992
188,extremes,100,20,103602.65,103631,39.40716910362244
189,extremes,100,20,97448.85,97485,39.40099763870239
190,centred,100,20,99519.6,99545,39.40093636512756
191,centred,100,20,100848.4,100875,39.40006184577942
192,centred,100,20,96179.95,96210,39.40053391456604
193,centred,100,20,102256.25,102292,39.400338888168335
194,centred,100,20,102456.6,102488,39.400105237960815
195,centred,100,20,95292.6,95327,39.4002685546875
196,centred,100,20,102057.7,102082,39.400389671325684
197,centred,100,20,95510.1,95534,39.4001841545105
198,centred,100,20,106077.8,106105,39.40097260475159
199,centred,100,20,101343.9,101378,39.402239084243774
200,discreteUniform,100,40,46486.325,46977,39.40972638130188
201,discreteUniform,100,40,46288.775,46654,39.40071249008179
202,discreteUniform,100,40,52276.2,52648,39.40021204948425
203,discreteUniform,100,40,50941.775,51804,39.40019702911377
204,discreteUniform,100,40,50908.05,51230,39.400662660598755
205,discreteUniform,100,40,49037.65,49314,39.40000104904175
206,discreteUniform,100,40,49972.625,50293,39.400907039642334
207,discreteUniform,100,40,48094.175,48551,39.40006399154663
208,discreteUniform,100,40,47691.525,48307,39.40002155303955
209,discreteUniform,100,40,51747.85,52059,39.40096950531006
210,largeJobs,100,40,84538.95,94833,39.40004086494446
211,largeJobs,100,40,82097.65,92153,39.40002226829529
212,largeJobs,100,40,82356.625,91350,39.40004849433899
213,largeJobs,100,40,82383.15,90793,39.400946855545044
214,largeJobs,100,40,84516.625,95109,39.40086793899536
215,largeJobs,100,40,83889.925,93775,39.400551080703735
216,largeJobs,100,40,83577.975,93325,39.40028715133667
217,largeJobs,100,40,84256.125,94526,39.40005826950073
218,largeJobs,100,40,84071.25,93489,39.40937805175781
219,largeJobs,100,40,83591.95,93011,39.40080237388611
220,extremes,100,40,54071.775,57522,39.40000033378601
221,extremes,100,40,43803.425,45520,39.40007019042969
222,extremes,100,40,43104.825,44157,39.40097093582153
223,extremes,100,40,46914.3,51157,39.40001893043518
224,extremes,100,40,46750.05,50871,39.40000128746033
225,extremes,100,40,42807.875,45673,39.40041208267212
226,extremes,100,40,44847.95,48964,39.40053939819336
227,extremes,100,40,47614.4,52720,39.40097618103027
228,extremes,100,40,50370.4,52670,39.400986433029175
229,extremes,100,40,51757.4,58548,39.400826930999756
230,centred,100,40,49758.6,49965,39.400925636291504
231,centred,100,40,49911.275,50121,39.400394916534424
232,centred,100,40,49826.825,49969,39.40201258659363
233,centred,100,40,50368.375,50642,39.40064883232117
234,centred,100,40,50605.55,50774,39.40095853805542
235,centred,100,40,50514.55,50766,39.40081071853638
236,centred,100,40,51369.6,51627,39.400002241134644
237,centred,100,40,51855.7,52012,39.40086889266968
238,centred,100,40,51691.425,51865,39.40090370178223
239,centred,100,40,49102.0,49325,39.400052547454834
240,discreteUniform,100,60,39900.0,39900,39.40092635154724
241,discreteUniform,100,60,39664.0,39664,39.400963306427
242,discreteUniform,100,60,39562.0,39562,39.40080785751343
243,discreteUniform,100,60,37290.0,37290,39.40082550048828
244,discreteUniform,100,60,39423.0,41097,39.40025997161865
245,discreteUniform,100,60,39959.0,39959,39.40060639381409
246,discreteUniform,100,60,39381.0,39381,39.400994300842285
247,discreteUniform,100,60,39214.0,39214,39.4009473323822
248,discreteUniform,100,60,38308.0,38308,39.401273012161255
249,discreteUniform,100,60,39964.0,39964,39.402019023895264
250,largeJobs,100,60,55792.65,66882,39.4009850025177
251,largeJobs,100,60,55074.23333333333,65004,39.40097498893738
252,largeJobs,100,60,55524.05,66625,39.40006494522095
253,largeJobs,100,60,55704.03333333333,66760,39.40088176727295
254,largeJobs,100,60,55963.4,66869,39.40000295639038
255,largeJobs,100,60,54330.03333333333,65897,39.400973081588745
256,largeJobs,100,60,56515.35,67592,39.40033483505249
257,largeJobs,100,60,55478.03333333333,66597,39.40049982070923
258,largeJobs,100,60,54785.95,65391,39.40093517303467
259,largeJobs,100,60,55479.2,65479,39.400413274765015
260,extremes,100,60,39996.0,39996,39.40071678161621
261,extremes,100,60,39982.0,39982,39.400810956954956
262,extremes,100,60,39988.0,39988,39.400895833969116
263,extremes,100,60,39994.0,39994,39.40002083778381
264,extremes,100,60,40000.0,40000,39.400853872299194
265,extremes,100,60,39979.0,39979,39.4009313583374
266,extremes,100,60,39939.0,39939,39.4032244682312
267,extremes,100,60,39994.0,39994,39.40095090866089
268,extremes,100,60,40000.0,40000,39.40092396736145
269,extremes,100,60,39998.0,39998,39.40097641944885
270,centred,100,60,33531.71666666667,36797,39.4009108543396
271,centred,100,60,33117.0,34507,39.40092635154724
272,centred,100,60,36795.0,37625,39.400012254714966
273,centred,100,60,33369.7,38054,39.40085053443909
274,centred,100,60,36045.0,36211,39.40078353881836
275,centred,100,60,31569.066666666666,36503,39.40049338340759
276,centred,100,60,35218.0,36396,39.40041732788086
277,centred,100,60,34285.0,35968,39.400984048843384
278,centred,100,60,35240.0,38496,39.40092658996582
279,centred,100,60,35000.0,37407,39.40094995498657
280,discreteUniform,100,80,39500.0,39500,39.40000009536743
281,discreteUniform,100,80,39032.0,39032,39.40088105201721
282,discreteUniform,100,80,39569.0,39569,39.40097188949585
283,discreteUniform,100,80,39702.0,39702,39.40237021446228
284,discreteUniform,100,80,39180.0,39180,39.40036582946777
285,discreteUniform,100,80,39990.0,39990,39.400290966033936
286,discreteUniform,100,80,39794.0,39794,39.40088200569153
287,discreteUniform,100,80,39753.0,39753,39.400968074798584
288,discreteUniform,100,80,39574.0,39574,39.40095925331116
289,discreteUniform,100,80,39948.0,39948,39.400938749313354
290,largeJobs,100,80,41910.725,60552,39.40089225769043
291,largeJobs,100,80,42114.2375,62205,39.40004253387451
292,largeJobs,100,80,41199.3875,59178,39.4009006023407
293,largeJobs,100,80,41828.55,60653,39.400962352752686
294,largeJobs,100,80,41409.775,58261,39.40023374557495
295,largeJobs,100,80,41562.475,58698,39.400487422943115
296,largeJobs,100,80,42576.9375,62097,39.400224685668945
297,largeJobs,100,80,42701.05,62721,39.40089011192322
298,largeJobs,100,80,41809.5625,60311,39.40096712112427
299,largeJobs,100,80,41399.9375,60650,39.400134801864624
300,extremes,100,80,39999.0,39999,39.402265310287476
301,extremes,100,80,39966.0,39966,39.40052533149719
302,extremes,100,80,40000.0,40000,39.400912046432495
303,extremes,100,80,39861.0,39861,39.40088725090027
304,extremes,100,80,39995.0,39995,39.40001344680786
305,extremes,100,80,40000.0,40000,39.400991678237915
306,extremes,100,80,39994.0,39994,39.40040397644043
307,extremes,100,80,39954.0,39954,39.400484800338745
308,extremes,100,80,39977.0,39977,39.40047764778137
309,extremes,100,80,40000.0,40000,39.400065183639526
310,centred,100,80,34814.0,34814,39.40047216415405
311,centred,100,80,33306.0,33306,39.40098857879639
312,centred,100,80,32483.0,32483,39.40000033378601
313,centred,100,80,34160.0,34160,39.40081429481506
314,centred,100,80,34326.0,34326,39.400063276290894
315,centred,100,80,36860.0,36860,39.400821924209595
316,centred,100,80,36104.0,36104,39.40097212791443
317,centred,100,80,34961.0,34961,39.400912284851074
318,centred,100,80,33421.0,33421,39.40030360221863
319,centred,100,80,32974.0,32974,39.40090537071228
320,discreteUniform,1000,200,97434.655,97456,39.40393424034119
321,discreteUniform,1000,200,98763.795,98785,39.40371251106262
322,discreteUniform,1000,200,98550.725,98570,39.40003037452698
323,discreteUniform,1000,200,99105.295,99126,39.40128469467163
324,discreteUniform,1000,200,101304.66,101324,39.41344666481018
325,discreteUniform,1000,200,99877.945,99899,39.4008994102478
326,discreteUniform,1000,200,99176.55,99197,39.40191912651062
327,discreteUniform,1000,200,100463.88,100483,39.40002512931824
328,discreteUniform,1000,200,101025.93,101047,39.400904178619385
329,discreteUniform,1000,200,101467.525,101488,39.40099024772644
330,largeJobs,1000,200,166187.55,166194,39.40301203727722
331,largeJobs,1000,200,167166.825,167175,39.40092420578003
332,largeJobs,1000,200,166645.135,166653,39.40108871459961
333,largeJobs,1000,200,166835.93,166842,39.401819467544556
334,largeJobs,1000,200,166980.875,166988,39.40095138549805
335,largeJobs,1000,200,166812.4,166820,39.40088152885437
336,largeJobs,1000,200,166056.195,166064,39.40004515647888
337,largeJobs,1000,200,166223.585,166230,39.40090036392212
338,largeJobs,1000,200,165728.02,165736,39.40516901016235
339,largeJobs,1000,200,167607.405,167614,39.404563665390015
340,extremes,1000,200,99607.375,99626,39.400559186935425
341,extremes,1000,200,98714.915,98733,39.40690851211548
342,extremes,1000,200,99287.93,99305,39.41449809074402
343,extremes,1000,200,106716.09,106734,39.40339660644531
344,extremes,1000,200,97283.27,97303,39.40134835243225
345,extremes,1000,200,100025.28,100043,39.40088105201721
346,extremes,1000,200,104594.195,104611,39.40317440032959
347,extremes,1000,200,99700.28,99720,39.40074920654297
348,extremes,1000,200,103284.745,103303,39.40206289291382
349,extremes,1000,200,98430.905,98451,39.400665044784546
350,centred,1000,200,100753.035,100766,39.405479192733765
351,centred,1000,200,99897.86,99910,39.40092062950134
352,centred,1000,200,100526.175,100539,39.400193214416504
353,centred,1000,200,98677.06,98691,39.40068697929382
354,centred,1000,200,99638.83,99652,39.40984320640564
355,centred,1000,200,100568.26,100581,39.4002103805542
356,centred,1000,200,99699.735,99713,39.40106463432312
357,centred,1000,200,98568.235,98582,39.40158987045288
358,centred,1000,200,102047.775,102061,39.41264748573303
359,centred,1000,200,100967.575,100980,39.4006769657135
360,discreteUniform,1000,400,49476.7025,49608,39.40088510513306
361,discreteUniform,1000,400,49360.19,49468,39.40250492095947
362,discreteUniform,1000,400,50040.0425,50171,39.4016547203064
363,discreteUniform,1000,400,49481.4375,49650,39.41249680519104
364,discreteUniform,1000,400,48389.185,48480,39.40157651901245
365,discreteUniform,1000,400,51048.1875,51187,39.40139698982239
366,discreteUniform,1000,400,49330.5775,49452,39.40481472015381
367,discreteUniform,1000,400,48721.7525,48823,39.401599407196045
368,discreteUniform,1000,400,49480.73,49589,39.400712728500366
369,discreteUniform,1000,400,51379.8,51538,39.41560196876526
370,largeJobs,1000,400,82805.9925,92257,39.41555213928223
371,largeJobs,1000,400,83071.535,92276,39.401607513427734
372,largeJobs,1000,400,83457.2525,92900,39.40194654464722
373,largeJobs,1000,400,83213.55,93111,39.4129683971405
374,largeJobs,1000,400,83599.7775,93348,39.40178728103638
375,largeJobs,1000,400,83756.5375,93266,39.400954723358154
376,largeJobs,1000,400,83643.3675,93315,39.400922775268555
377,largeJobs,1000,400,83144.7075,92531,39.40097618103027
378,largeJobs,1000,400,82920.8525,91969,39.40594816207886
379,largeJobs,1000,400,83238.0725,92583,39.40076732635498
380,extremes,1000,400,52188.25,56727,39.400723695755005
381,extremes,1000,400,50445.29,54736,39.400299072265625
382,extremes,1000,400,50211.435,53490,39.40071725845337
383,extremes,1000,400,50156.275,52690,39.40081334114075
384,extremes,1000,400,51254.85,53162,39.40019226074219
385,extremes,1000,400,49256.1,52328,39.40091109275818
386,extremes,1000,400,49847.4075,52389,39.400952100753784
387,extremes,1000,400,49391.285,52966,39.400200843811035
388,extremes,1000,400,49025.705,52106,39.401159048080444
389,extremes,1000,400,49145.175,52037,39.40054774284363
390,centred,1000,400,50669.5075,50726,39.40036416053772
391,centred,1000,400,50035.0875,50097,39.40093946456909
392,centred,1000,400,49070.9975,49127,39.411558866500854
393,centred,1000,400,51394.98,51455,39.400999307632446
394,centred,1000,400,50731.5425,50788,39.40192174911499
395,centred,1000,400,50968.52,51032,39.40178656578064
396,centred,1000,400,50588.025,50642,39.40134239196777
397,centred,1000,400,48879.78,48937,39.400155782699585
398,centred,1000,400,50481.4225,50537,39.40190005302429
399,centred,1000,400,49803.0825,49861,39.40100288391113
400,discreteUniform,1000,600,39946.0,39946,39.4145393371582
401,discreteUniform,1000,600,39996.0,39996,39.400442123413086
402,discreteUniform,1000,600,39997.0,39997,39.40007448196411
403,discreteUniform,1000,600,39932.0,39932,39.41415500640869
404,discreteUniform,1000,600,39903.0,39903,39.400965452194214
405,discreteUniform,1000,600,39952.0,39952,39.40004825592041
406,discreteUniform,1000,600,39877.0,39877,39.40050649642944
407,discreteUniform,1000,600,39945.0,39945,39.401057720184326
408,discreteUniform,1000,600,39979.0,39979,39.40146350860596
409,discreteUniform,1000,600,40000.0,40000,39.400450706481934
410,largeJobs,1000,600,55272.32166666666,65522,39.402538537979126
411,largeJobs,1000,600,55464.70333333333,65825,39.40861225128174
412,largeJobs,1000,600,55939.55,66300,39.400017738342285
413,largeJobs,1000,600,55555.89666666667,66177,39.40096139907837
414,largeJobs,1000,600,55303.28333333333,65909,39.400967597961426
415,largeJobs,1000,600,55437.97833333333,65660,39.40008282661438
416,largeJobs,1000,600,55471.73333333333,66077,39.400973081588745
417,largeJobs,1000,600,55647.62666666666,66361,39.401031732559204
418,largeJobs,1000,600,55427.74166666667,65531,39.40093994140625
419,largeJobs,1000,600,55666.635,65928,39.40010166168213
420,extremes,1000,600,39999.0,39999,39.400232791900635
421,extremes,1000,600,39999.0,39999,39.400420904159546
422,extremes,1000,600,40000.0,40000,39.400017976760864
423,extremes,1000,600,40000.0,40000,39.400431871414185
424,extremes,1000,600,40000.0,40000,39.40019941329956
425,extremes,1000,600,39999.0,39999,39.40019488334656
426,extremes,1000,600,40000.0,40000,39.40090537071228
427,extremes,1000,600,40000.0,40000,39.400799036026
428,extremes,1000,600,40000.0,40000,39.40036106109619
429,extremes,1000,600,40000.0,40000,39.40020036697388
430,centred,1000,600,37379.0,37379,39.400299310684204
431,centred,1000,600,36447.0,36447,39.40067958831787
432,centred,1000,600,35986.0,36341,39.4002902507782
433,centred,1000,600,37621.0,37621,39.400535345077515
434,centred,1000,600,36907.0,36907,39.40096974372864
435,centred,1000,600,37941.0,37941,39.40092086791992
436,centred,1000,600,36931.0,36931,39.400534868240356
437,centred,1000,600,37244.0,37244,39.40048909187317
438,centred,1000,600,38327.0,38327,39.400073766708374
439,centred,1000,600,36799.0,36799,39.400949001312256
440,discreteUniform,1000,800,39955.0,39955,39.4010226726532
441,discreteUniform,1000,800,39976.0,39976,39.40110111236572
442,discreteUniform,1000,800,39999.0,39999,39.400092124938965
443,discreteUniform,1000,800,39959.0,39959,39.401004791259766
444,discreteUniform,1000,800,39893.0,39893,39.401042222976685
445,discreteUniform,1000,800,39977.0,39977,39.400426149368286
446,discreteUniform,1000,800,39993.0,39993,39.402209997177124
447,discreteUniform,1000,800,40000.0,40000,39.40084099769592
448,discreteUniform,1000,800,39976.0,39976,39.400893688201904
449,discreteUniform,1000,800,39943.0,39943,39.40096092224121
450,largeJobs,1000,800,41546.955,59978,39.400007486343384
451,largeJobs,1000,800,41272.11875,59376,39.40033960342407
452,largeJobs,1000,800,41582.23625,59711,39.40106225013733
453,largeJobs,1000,800,41460.22125,59424,39.40128684043884
454,largeJobs,1000,800,41540.47625,59682,39.400944232940674
455,largeJobs,1000,800,41609.595,59760,39.40044569969177
456,largeJobs,1000,800,41637.16625,60138,39.400065422058105
457,largeJobs,1000,800,41665.2375,60145,39.404576778411865
458,largeJobs,1000,800,41534.56125,59891,39.400887966156006
459,largeJobs,1000,800,41321.1775,59664,39.400928258895874
460,extremes,1000,800,40000.0,40000,39.40047597885132
461,extremes,1000,800,40000.0,40000,39.41140079498291
462,extremes,1000,800,40000.0,40000,39.4000928401947
463,extremes,1000,800,40000.0,40000,39.4008252620697
464,extremes,1000,800,40000.0,40000,39.4001259803772
465,extremes,1000,800,40000.0,40000,39.400089740753174
466,extremes,1000,800,39999.0,39999,39.412646770477295
467,extremes,1000,800,40000.0,40000,39.40351366996765
468,extremes,1000,800,40000.0,40000,39.40026926994324
469,extremes,1000,800,40000.0,40000,39.400951623916626
470,centred,1000,800,37420.0,37420,39.40296411514282
471,centred,1000,800,38057.0,38057,39.40057182312012
472,centred,1000,800,37556.0,37556,39.40077447891235
473,centred,1000,800,37147.0,37147,39.40091800689697
474,centred,1000,800,37578.0,37578,39.40071678161621
475,centred,1000,800,38115.0,38115,39.41397285461426
476,centred,1000,800,36311.0,36311,39.400949239730835
477,centred,1000,800,37009.0,37009,39.400694131851196
478,centred,1000,800,37614.0,37614,39.40009593963623
479,centred,1000,800,37582.0,37582,39.40091562271118
480,discreteUniform,10000,2000,99529.434,99534,39.4057457447052
481,discreteUniform,10000,2000,99736.989,99741,39.40844702720642
482,discreteUniform,10000,2000,99675.668,99680,39.41193246841431
483,discreteUniform,10000,2000,100165.5005,100170,39.41296601295471
484,discreteUniform,10000,2000,99173.853,99178,39.41156625747681
485,discreteUniform,10000,2000,100612.4085,100617,39.41420078277588
486,discreteUniform,10000,2000,99535.888,99540,39.40100336074829
487,discreteUniform,10000,2000,100521.947,100526,39.400233030319214
488,discreteUniform,10000,2000,100186.307,100191,39.40194821357727
489,discreteUniform,10000,2000,100146.5,100151,39.40576887130737
490,largeJobs,10000,2000,166612.6965,166615,39.4088671207428
491,largeJobs,10000,2000,166315.1085,166318,39.400864601135254
492,largeJobs,10000,2000,166480.3995,166484,39.40884828567505
493,largeJobs,10000,2000,166890.8685,166893,39.41997742652893
494,largeJobs,10000,2000,166500.752,166504,39.40633201599121
495,largeJobs,10000,2000,166828.5315,166832,39.40792512893677
496,largeJobs,10000,2000,166865.1905,166869,39.415571212768555
497,largeJobs,10000,2000,166514.747,166521,39.49008512496948
498,largeJobs,10000,2000,166613.7835,166618,39.40351486206055
499,largeJobs,10000,2000,166867.9365,166872,39.40885591506958
500,extremes,10000,2000,101936.464,101941,39.40091800689697
501,extremes,10000,2000,100761.774,100766,39.40785098075867
