,jobDist,n,m,lowerBound,cost,time
502,extremes,10000,2000,100905.43,100910,39.40186095237732
503,extremes,10000,2000,99944.499,99949,39.40706419944763
504,extremes,10000,2000,100953.5105,100958,39.40293574333191
505,extremes,10000,2000,99505.5915,99510,39.40172839164734
506,extremes,10000,2000,100368.9515,100373,39.4156436920166
507,extremes,10000,2000,99861.6925,99866,39.40662717819214
508,extremes,10000,2000,98616.492,98621,39.40288519859314
509,extremes,10000,2000,100247.64,100252,39.40192365646362
510,centred,10000,2000,99171.128,99174,39.407007694244385
511,centred,10000,2000,100474.1825,100477,39.402159214019775
512,centred,10000,2000,100380.2375,100383,39.401856422424316
513,centred,10000,2000,99950.504,99953,39.40736699104309
514,centred,10000,2000,100015.643,100018,39.41088366508484
515,centred,10000,2000,100498.003,100501,39.402196168899536
516,centred,10000,2000,100066.377,100069,39.40188932418823
517,centred,10000,2000,100763.268,100766,39.40119481086731
518,centred,10000,2000,100248.035,100251,39.407938718795776
519,centred,10000,2000,100038.8685,100042,39.40560269355774
520,discreteUniform,10000,4000,49862.44,49892,39.40899920463562
521,discreteUniform,10000,4000,49750.6725,49773,39.420313358306885
522,discreteUniform,10000,4000,50240.61825,50272,39.41107964515686
523,discreteUniform,10000,4000,50244.33325,50271,39.41182851791382
524,discreteUniform,10000,4000,50349.12075,50378,39.409820318222046
525,discreteUniform,10000,4000,50221.1065,50249,39.42703342437744
526,discreteUniform,10000,4000,49939.116,49971,39.40949487686157
527,discreteUniform,10000,4000,50012.3855,50035,39.40887522697449
528,discreteUniform,10000,4000,50124.716,50158,39.40649390220642
529,discreteUniform,10000,4000,50008.7635,50035,39.40939736366272
530,largeJobs,10000,4000,83264.62125,92722,39.40042781829834
531,largeJobs,10000,4000,83292.3015,92666,39.40235352516174
532,largeJobs,10000,4000,83381.1995,92797,39.40134835243225
533,largeJobs,10000,4000,83321.7655,92858,39.40987467765808
534,largeJobs,10000,4000,83275.19425,92698,39.40752816200256
535,largeJobs,10000,4000,83263.43025,92704,39.409828662872314
536,largeJobs,10000,4000,83517.1585,93142,39.40447807312012
537,largeJobs,10000,4000,83240.4655,92606,39.413220167160034
538,largeJobs,10000,4000,83313.95175,92787,39.410409688949585
539,largeJobs,10000,4000,83471.7365,92946,39.413636207580566
540,extremes,10000,4000,50077.688,52455,39.40289664268494
541,extremes,10000,4000,49896.85625,52099,39.40405559539795
542,extremes,10000,4000,50205.4265,52355,39.48502969741821
543,extremes,10000,4000,50090.83925,52626,39.40238881111145
544,extremes,10000,4000,50639.5435,53365,39.402382612228394
545,extremes,10000,4000,50405.35125,53165,39.40267610549927
546,extremes,10000,4000,50004.51675,52603,39.40496468544006
547,extremes,10000,4000,50112.785,52716,39.40291404724121
548,extremes,10000,4000,49729.59375,52155,39.4009644985199
549,extremes,10000,4000,50540.416,53421,39.402931213378906
550,centred,10000,4000,50142.17775,50154,39.40897822380066
551,centred,10000,4000,49820.71125,49834,39.41182804107666
552,centred,10000,4000,50497.85575,50510,39.42463517189026
553,centred,10000,4000,50081.724,50096,39.40182018280029
554,centred,10000,4000,50388.87825,50402,39.40210294723511
555,centred,10000,4000,49918.9405,49933,39.40597319602966
556,centred,10000,4000,49668.1685,49680,39.40392851829529
557,centred,10000,4000,50052.93075,50065,39.40248465538025
558,centred,10000,4000,49829.38475,49841,39.409844160079956
559,centred,10000,4000,50086.51175,50101,39.42803335189819
560,discreteUniform,10000,6000,39998.0,39998,39.40352964401245
561,discreteUniform,10000,6000,40000.0,40000,39.40298938751221
562,discreteUniform,10000,6000,39994.0,39994,39.4024224281311
563,discreteUniform,10000,6000,39999.0,39999,39.40238881111145
564,discreteUniform,10000,6000,40000.0,40000,39.40234971046448
565,discreteUniform,10000,6000,39995.0,39995,39.402838945388794
566,discreteUniform,10000,6000,39999.0,39999,39.403042793273926
567,discreteUniform,10000,6000,39998.0,39998,39.402892112731934
568,discreteUniform,10000,6000,39997.0,39997,39.403990268707275
569,discreteUniform,10000,6000,39994.0,39994,39.40082788467407
570,largeJobs,10000,6000,55484.30066666667,65924,39.402103662490845
571,largeJobs,10000,6000,55680.93616666667,66183,39.402849435806274
572,largeJobs,10000,6000,55613.77133333333,66002,39.40288186073303
573,largeJobs,10000,6000,55547.513666666666,65950,39.40288424491882
574,largeJobs,10000,6000,55621.647666666664,66075,39.402883529663086
575,largeJobs,10000,6000,55646.669,66138,39.40519881248474
576,largeJobs,10000,6000,55560.49,66058,39.403489112854004
577,largeJobs,10000,6000,55584.623166666664,66115,39.402925968170166
578,largeJobs,10000,6000,55515.653666666665,66055,39.40285634994507
579,largeJobs,10000,6000,55555.992666666665,66000,39.40229058265686
580,extremes,10000,6000,40000.0,40000,39.40386629104614
581,extremes,10000,6000,40000.0,40000,39.401999950408936
582,extremes,10000,6000,40000.0,40000,39.40143942832947
583,extremes,10000,6000,40000.0,40000,39.40295124053955
584,extremes,10000,6000,40000.0,40000,39.403759717941284
585,extremes,10000,6000,40000.0,40000,39.40290117263794
586,extremes,10000,6000,40000.0,40000,39.403475522994995
587,extremes,10000,6000,40000.0,40000,39.47834658622742
588,extremes,10000,6000,40000.0,40000,39.40284085273743
589,extremes,10000,6000,40000.0,40000,39.4038610458374
590,centred,10000,6000,38980.0,38980,39.4029438495636
591,centred,10000,6000,38215.0,38215,39.40397620201111
592,centred,10000,6000,38573.0,38573,39.40290069580078
593,centred,10000,6000,38133.0,38133,39.40606880187988
594,centred,10000,6000,38397.0,38397,39.402953147888184
595,centred,10000,6000,38066.0,38066,39.40703749656677
596,centred,10000,6000,38494.0,38494,39.40296459197998
597,centred,10000,6000,38561.0,38561,39.40094447135925
598,centred,10000,6000,38423.0,38423,39.402928590774536
599,centred,10000,6000,38955.0,38955,39.4028959274292
600,discreteUniform,10000,8000,39997.0,39997,39.48028349876404
601,discreteUniform,10000,8000,40000.0,40000,39.40386962890625
602,discreteUniform,10000,8000,39998.0,39998,39.40091371536255
603,discreteUniform,10000,8000,39996.0,39996,39.4048285484314
604,discreteUniform,10000,8000,40000.0,40000,39.40289068222046
605,discreteUniform,10000,8000,39992.0,39992,39.477311849594116
606,discreteUniform,10000,8000,39999.0,39999,39.40320611000061
607,discreteUniform,10000,8000,39995.0,39995,39.40387558937073
608,discreteUniform,10000,8000,39992.0,39992,39.4033203125
609,discreteUniform,10000,8000,39993.0,39993,39.4031240940094
610,largeJobs,10000,8000,41612.16275,59940,39.402119398117065
611,largeJobs,10000,8000,41651.209,60010,39.40347862243652
612,largeJobs,10000,8000,41747.381,60421,39.40083718299866
613,largeJobs,10000,8000,41669.12825,59945,39.403841972351074
614,largeJobs,10000,8000,41650.576125,60013,39.40326547622681
615,largeJobs,10000,8000,41660.501375,60170,39.40338587760925
616,largeJobs,10000,8000,41659.739875,60168,39.40391969680786
617,largeJobs,10000,8000,41682.59425,60096,39.403834104537964
618,largeJobs,10000,8000,41646.55075,60039,39.40397000312805
619,largeJobs,10000,8000,41692.371375,60232,39.40386176109314
620,extremes,10000,8000,40000.0,40000,39.403788328170776
621,extremes,10000,8000,40000.0,40000,39.4089298248291
622,extremes,10000,8000,40000.0,40000,39.4038450717926
623,extremes,10000,8000,40000.0,40000,39.40377902984619
624,extremes,10000,8000,40000.0,40000,39.40335988998413
625,extremes,10000,8000,40000.0,40000,39.403886556625366
626,extremes,10000,8000,40000.0,40000,39.40325927734375
627,extremes,10000,8000,40000.0,40000,39.404892683029175
628,extremes,10000,8000,40000.0,40000,39.40313506126404
629,extremes,10000,8000,40000.0,40000,39.403822898864746
630,centred,10000,8000,38144.0,38144,39.40339684486389
631,centred,10000,8000,38276.0,38276,39.40500020980835
632,centred,10000,8000,39016.0,39016,39.40372967720032
633,centred,10000,8000,38103.0,38103,39.40394067764282
634,centred,10000,8000,38194.0,38194,39.417043924331665
635,centred,10000,8000,38128.0,38128,39.40392351150513
636,centred,10000,8000,38829.0,38829,39.403873443603516
637,centred,10000,8000,39022.0,39022,39.4030237197876
638,centred,10000,8000,39285.0,39285,39.40461707115173
639,centred,10000,8000,38732.0,38732,39.40313696861267
640,discreteUniform,100000,20000,100328.79195,100393,39.45089101791382
641,discreteUniform,100000,20000,100081.90395,100253,39.41766047477722
642,discreteUniform,100000,20000,100077.9166,100119,39.425904273986816
643,discreteUniform,100000,20000,99951.07165,100083,39.42815637588501
644,discreteUniform,100000,20000,100020.9218,100142,39.544559955596924
645,discreteUniform,100000,20000,100066.6101,100102,39.428975343704224
646,discreteUniform,100000,20000,99957.92755,100233,39.5508828163147
647,discreteUniform,100000,20000,100036.0236,100066,39.432650327682495
648,discreteUniform,100000,20000,99993.3933,100136,39.427326679229736
649,discreteUniform,100000,20000,99998.50495,100146,39.42481851577759
650,largeJobs,100000,20000,166658.4839,166798,39.42430114746094
651,largeJobs,100000,20000,166642.77465,166757,39.42662191390991
652,largeJobs,100000,20000,166570.17975,166744,39.42869997024536
653,largeJobs,100000,20000,166672.85945,166851,39.421292781829834
654,largeJobs,100000,20000,166798.76945,166964,39.439332723617554
655,largeJobs,100000,20000,166725.03455,166872,39.42806839942932
656,largeJobs,100000,20000,166619.14025,166718,39.426273822784424
657,largeJobs,100000,20000,166606.42015,166755,39.44338846206665
658,largeJobs,100000,20000,166678.858,166881,39.435317039489746
659,largeJobs,100000,20000,166666.48145,166802,39.42957782745361
660,extremes,100000,20000,100065.4158,100135,39.425415992736816
661,extremes,100000,20000,99714.06375,99803,39.64660716056824
662,extremes,100000,20000,100062.33345,100162,39.51227569580078
663,extremes,100000,20000,99805.47005,99866,39.60193228721619
664,extremes,100000,20000,99942.0012,100059,39.51198697090149
665,extremes,100000,20000,100077.6003,100220,39.5028977394104
666,extremes,100000,20000,100231.34145,100315,39.50690460205078
667,extremes,100000,20000,99992.0141,100046,39.426116704940796
668,extremes,100000,20000,100176.0709,100257,39.53000593185425
669,extremes,100000,20000,99777.5533,99865,39.54195857048035
670,centred,100000,20000,99894.6358,99984,39.41635203361511
671,centred,100000,20000,100063.6069,100172,39.42829990386963
672,centred,100000,20000,100168.4152,100256,39.42941379547119
673,centred,100000,20000,100133.68285,100248,39.429617404937744
674,centred,100000,20000,100034.26425,100137,39.432987213134766
675,centred,100000,20000,99942.8827,100034,39.43914198875427
676,centred,100000,20000,99972.45695,100054,39.428810119628906
677,centred,100000,20000,99982.489,100074,39.42013645172119
678,centred,100000,20000,99959.8196,100049,39.44513130187988
679,centred,100000,20000,100011.15925,100111,39.42720627784729
680,discreteUniform,100000,40000,50072.76395,51522,39.42417550086975
681,discreteUniform,100000,40000,49934.0831,50639,39.42124605178833
682,discreteUniform,100000,40000,49915.249325,50617,39.528756618499756
683,discreteUniform,100000,40000,50056.9299,50633,39.54909300804138
684,discreteUniform,100000,40000,49946.8185,51582,39.416463136672974
685,discreteUniform,100000,40000,49987.83245,50570,39.417330503463745
686,discreteUniform,100000,40000,49997.534325,51375,39.40989661216736
687,discreteUniform,100000,40000,49987.283825,50554,39.53016901016235
688,discreteUniform,100000,40000,50150.211475,51860,39.56392502784729
689,discreteUniform,100000,40000,50037.51205,50590,39.4339280128479
690,largeJobs,100000,40000,83331.3304,92886,39.415265798568726
691,largeJobs,100000,40000,83316.287175,92873,39.42558765411377
692,largeJobs,100000,40000,83319.614325,92888,39.52996850013733
693,largeJobs,100000,40000,83303.757075,92853,39.42628264427185
694,largeJobs,100000,40000,83355.909325,92915,39.414337396621704
695,largeJobs,100000,40000,83312.32805,92877,39.426111936569214
696,largeJobs,100000,40000,83328.318075,92899,39.42568254470825
697,largeJobs,100000,40000,83433.280575,93051,39.423649311065674
698,largeJobs,100000,40000,83332.0681,92882,39.52466678619385
699,largeJobs,100000,40000,83278.001975,92825,39.533604860305786
700,extremes,100000,40000,49930.51855,52075,39.52803993225098
701,extremes,100000,40000,50002.106725,52429,39.54694604873657
702,extremes,100000,40000,49869.512975,52333,39.551939249038696
703,extremes,100000,40000,49846.293675,52221,39.611106395721436
704,extremes,100000,40000,49961.2316,52302,39.647443771362305
705,extremes,100000,40000,49880.38385,52290,39.545838594436646
706,extremes,100000,40000,49818.7794,52120,39.56295466423035
707,extremes,100000,40000,50240.249425,52734,39.530288219451904
708,extremes,100000,40000,49914.10655,52089,39.648603439331055
709,extremes,100000,40000,50063.2933,52535,39.523961544036865
710,centred,100000,40000,49953.21485,50342,39.421165227890015
711,centred,100000,40000,49975.759875,50381,39.428083419799805
712,centred,100000,40000,49935.391775,50345,39.42186951637268
713,centred,100000,40000,49934.897925,50305,39.4239068031311
714,centred,100000,40000,50075.815875,50460,39.52497863769531
715,centred,100000,40000,50054.04495,50581,39.524938106536865
716,centred,100000,40000,50092.964875,50488,39.43045520782471
717,centred,100000,40000,50017.01505,50447,39.42484426498413
718,centred,100000,40000,49889.1445,50299,39.42528414726257
719,centred,100000,40000,50068.3634,50692,39.414278507232666
720,discreteUniform,100000,60000,40000.0,40000,39.59951829910278
721,discreteUniform,100000,60000,40000.0,40000,39.65790247917175
722,discreteUniform,100000,60000,40000.0,40000,39.66070318222046
723,discreteUniform,100000,60000,40000.0,40000,39.657944202423096
724,discreteUniform,100000,60000,40000.0,40000,39.66196274757385
725,discreteUniform,100000,60000,40000.0,40000,39.65045619010925
726,discreteUniform,100000,60000,40000.0,40000,39.66139769554138
727,discreteUniform,100000,60000,40000.0,40000,39.75280952453613
728,discreteUniform,100000,60000,40000.0,40000,39.66294765472412
729,discreteUniform,100000,60000,40000.0,40000,39.54691457748413
730,largeJobs,100000,60000,55558.868,65989,39.531928062438965
731,largeJobs,100000,60000,55541.20755,65924,39.536839962005615
732,largeJobs,100000,60000,55532.19876666667,65935,39.67459750175476
733,largeJobs,100000,60000,55528.612133333336,65938,39.65090847015381
734,largeJobs,100000,60000,55598.405216666666,66015,39.65296769142151
735,largeJobs,100000,60000,55572.233,65998,39.670844316482544
736,largeJobs,100000,60000,55582.55136666667,65982,39.67795753479004
737,largeJobs,100000,60000,55566.41408333334,65977,39.72263813018799
738,largeJobs,100000,60000,55573.81283333333,65971,39.64338231086731
739,largeJobs,100000,60000,55581.095316666666,65991,39.650322914123535
740,extremes,100000,60000,40000.0,40000,39.63897085189819
741,extremes,100000,60000,40000.0,40000,39.530861139297485
742,extremes,100000,60000,40000.0,40000,39.544931411743164
743,extremes,100000,60000,40000.0,40000,39.53327298164368
744,extremes,100000,60000,40000.0,40000,39.68708825111389
745,extremes,100000,60000,40000.0,40000,39.670278787612915
746,extremes,100000,60000,40000.0,40000,39.67242074012756
747,extremes,100000,60000,40000.0,40000,39.64445233345032
748,extremes,100000,60000,40000.0,40000,39.670384883880615
749,extremes,100000,60000,40000.0,40000,39.64579892158508
750,centred,100000,60000,39144.0,39144,39.657899141311646
751,centred,100000,60000,39415.0,39415,39.66586685180664
752,centred,100000,60000,39541.0,39541,39.67423868179321
753,centred,100000,60000,38827.0,38827,39.66578030586243
754,centred,100000,60000,38840.0,38840,39.58062171936035
755,centred,100000,60000,39741.0,39741,39.607426166534424
756,centred,100000,60000,39272.0,39272,39.5472047328949
757,centred,100000,60000,38942.0,38942,39.67953062057495
758,centred,100000,60000,39650.0,39650,39.67631149291992
759,centred,100000,60000,38962.0,38962,39.66281509399414
760,discreteUniform,100000,80000,40000.0,40000,39.591975688934326
761,discreteUniform,100000,80000,40000.0,40000,39.55761909484863
762,discreteUniform,100000,80000,39999.0,39999,39.561936140060425
763,discreteUniform,100000,80000,40000.0,40000,39.578192472457886
764,discreteUniform,100000,80000,40000.0,40000,39.4380521774292
765,discreteUniform,100000,80000,39999.0,39999,39.580321073532104
766,discreteUniform,100000,80000,40000.0,40000,39.55094933509827
767,discreteUniform,100000,80000,40000.0,40000,39.437018156051636
768,discreteUniform,100000,80000,40000.0,40000,39.548405170440674
769,discreteUniform,100000,80000,40000.0,40000,39.55404448509216
770,largeJobs,100000,80000,41659.402875,60107,39.58070993423462
771,largeJobs,100000,80000,41707.6607375,60207,39.69489932060242
772,largeJobs,100000,80000,41654.474625,60058,39.56216335296631
773,largeJobs,100000,80000,41669.25225,60113,39.70299172401428
774,largeJobs,100000,80000,41675.7384375,60116,39.67622971534729
775,largeJobs,100000,80000,41657.6959,60099,39.55828142166138
776,largeJobs,100000,80000,41676.292675,60095,39.6822783946991
777,largeJobs,100000,80000,41669.989625,60129,39.71302771568298
778,largeJobs,100000,80000,41671.525075,60125,39.58085656166077
779,largeJobs,100000,80000,41675.9258875,60195,39.68395209312439
780,extremes,100000,80000,40000.0,40000,39.5512638092041
781,extremes,100000,80000,40000.0,40000,39.4495530128479
782,extremes,100000,80000,40000.0,40000,39.55233430862427
783,extremes,100000,80000,40000.0,40000,39.55498719215393
784,extremes,100000,80000,40000.0,40000,39.44001269340515
785,extremes,100000,80000,40000.0,40000,39.56192469596863
786,extremes,100000,80000,40000.0,40000,39.55648112297058
787,extremes,100000,80000,40000.0,40000,39.44479441642761
788,extremes,100000,80000,40000.0,40000,39.55172300338745
789,extremes,100000,80000,40000.0,40000,39.55099081993103
790,centred,100000,80000,39400.0,39400,39.450926303863525
791,centred,100000,80000,38828.0,38828,39.599430084228516
792,centred,100000,80000,38990.0,38990,39.67264795303345
793,centred,100000,80000,39184.0,39184,39.436591148376465
794,centred,100000,80000,39008.0,39008,39.7475483417511
795,centred,100000,80000,39204.0,39204,39.55335807800293
796,centred,100000,80000,38906.0,38906,39.43950843811035
797,centred,100000,80000,39128.0,39128,39.55197882652283
798,centred,100000,80000,39206.0,39206,39.43131184577942
799,centred,100000,80000,38907.0,38907,39.5755820274353
